image_id,qa_id,task,qa_type,question,ground_truth,predicted,score,overall
Apple-headquarter-plan-15-page-13,sp1,mechanical_space_location,spatial_qa,Where are the Mechanical Spaces located relative to the central elevator shaft?,"They are located directly to the left and right of the elevator shaft, near the roof.","The Mechanical Equipment spaces are located symmetrically on both sides (left and right) of the central elevator shaft, at the roof/penthouse level (around the plant level, EL. +216'-6""), beneath the sloping roofs that flank the shaft.",1.0,1.0
Apple-headquarter-plan-15-page-13,sp2,section_view_symmetry,spatial_qa,Is the section view a complete symmetrical view along the elevator shaft?,"No, it is not a complete symmetrical view along the elevator shaft.","**No.** While the above-grade floors are largely mirrored about the elevator shaft, the section is not fully symmetrical — the basement levels differ (Parking on the left side vs. Lobby/stair areas on the right), the end bay dimensions differ slightly (45'-1 1/8"" vs. 45'-1 3/8""), and the left side includes additional adjacent building context not shown on the right.",1.0,1.0
House-Floor-Plans-12-page-1,cmp1,floor_area_comparison,comparison_qa,Which level has the larger square footage: the 1st floor or the 2nd floor?,The 1st floor (914 square feet).,The 1st floor is larger — 914 sq ft vs. 906 sq ft for the 2nd floor.,1.0,1.0
House-Floor-Plans-12-page-1,cmp2,more_bedrooms,comparison_qa,Which floor plan has more bedrooms?,The 2nd floor.,"The 2nd floor plan, with three bedrooms (Bedrooms 2, 3, and 4), compared to the 1st floor's one bedroom (Bedroom 1).",1.0,1.0
House-Floor-Plans-12-page-1,cnt1,window_schedule_count,counting_qa,How many window types are listed in the Window Schedule?,Nine (9),**9 window types** (Type Marks 1–9) are listed in the Vented Window Schedule.,1.0,1.0
House-Floor-Plans-12-page-1,cnt2,door_schedule_count,counting_qa,How many door types are listed in the Door Schedule?,Eighteen (18),"**18 door entries** are listed in the Door Schedule (marks 1–18), comprising 4 distinct type styles: Single-Panel 2, Single-Decorative 2, Single-Flush, and Sliding-Closet.",0.0,0.0
House-Floor-Plans-12-page-1,cnt3,bedroom_distribution,counting_qa,How many bedrooms are located on the 2nd floor?,Three (3) bedrooms.,"**Three bedrooms** — Bedroom 2, Bedroom 3, and Bedroom 4 are on the 2nd floor (Bedroom 1 is on the 1st floor).",1.0,1.0
House-Floor-Plans-12-page-1,cnt4,staircase_windows,counting_qa,How many small windows are located for the staircase on the second floor?,Two (2) windows,"**Two (2)** small windows are located at the staircase on the second floor (marked as type 5 — small fixed 1'-6"" × 1'-6"" windows shown along the stair wall).",1.0,1.0
House-Floor-Plans-12-page-1,ocr1,sheet_number,ocr_qa,What is the sheet number shown on the bottom-right title block?,A101,The sheet number is **A101**.,1.0,1.0
House-Floor-Plans-12-page-1,ocr2,project_name,ocr_qa,What is the project name written in the title block?,HOUSE,"The project name is **HOUSE** (located at 37th Ave SE, Lacey, WA 98503).",1.0,1.0
House-Floor-Plans-12-page-1,ocr3,scale_reading,ocr_qa,What is the drawing scale indicated at the bottom-left of the sheet?,"1/4"" = 1'-0""","The drawing scale is **1/4"" = 1'-0""**.",1.0,1.0
House-Floor-Plans-12-page-1,sp1,stairs_location,spatial_qa,Where is the main stair located in relation to the 2nd floor plan layout?,The stair is located near the center-right side of the 2nd floor plan.,"The main stair is located on the **right (east) side of the 2nd floor plan, near the center** — positioned between the Storage/Bathroom 2 area above and Bedroom 4 below, with the ""DN"" (down) notation and hand rail indicated along the exterior wall.",1.0,1.0
House-Floor-Plans-12-page-3,cmp1,roof_slope_consistency,comparison_qa,Does the roof slope identically in the Front and Rear elevations?,Yes.,Yes — both the Front and Rear elevations show the same symmetrical gable roof with an identical pitch (6:12).,1.0,1.0
House-Floor-Plans-12-page-3,cmp2,more_window,comparison_qa,Which view has more windows? the Front or Rear view?,The Front view.,"**The Front view** — it has 4 windows (2 upper, 2 lower), while the Rear view has 3 windows (2 upper, 1 lower).",1.0,1.0
House-Floor-Plans-12-page-3,cnt1,elevation_count,counting_qa,How many building elevations are shown on this sheet?,Four (4),"**Four elevations** — Front, Right, Rear, and Left.",0.0,0.0
House-Floor-Plans-12-page-3,cnt2,front_windows,counting_qa,How many windows are shown on the Front elevation?,Four (4) windows.,"**4 windows** — two on the upper (second) floor and two on the first floor, flanking the front door.",1.0,1.0
House-Floor-Plans-12-page-3,cnt3,rear_windows,counting_qa,How many windows are shown on the Rear elevation?,Three (3) windows.,**3 windows** are shown on the Rear elevation (two on the upper floor and one on the first floor).,1.0,1.0
House-Floor-Plans-12-page-3,cnt4,right_elevation_windows,counting_qa,How many windows appear on the Right elevation?,Three (3) windows.,**3 windows** — two small windows on the upper floor and one window on the first floor.,1.0,1.0
House-Floor-Plans-12-page-3,cnt5,gable_roof_count,counting_qa,How many gable roofs does the building have?,Three (3) gable roofs.,**Three** – the main gable roof plus the two smaller gable porch roofs (front and rear entries).,1.0,1.0
House-Floor-Plans-12-page-3,cnt6,left_elevation_windows,counting_qa,How many windows appear on the left elevation?,Two (2) windows.,**2 windows** appear on the left elevation (both on the first floor).,1.0,1.0
House-Floor-Plans-12-page-3,ocr1,sheet_number,ocr_qa,What is the sheet number shown in the title block?,A201,**A201**,1.0,1.0
House-Floor-Plans-12-page-3,ocr2,sheet_title,ocr_qa,What is the sheet title printed in the title block?,ELEVATIONS,**ELEVATIONS** (sheet A201),1.0,1.0
House-Floor-Plans-12-page-3,ocr3,slope_reading,ocr_qa,What is the slope of the roof shown on the Front elevation?,6.0/12,"The roof slope is **6:12** (6 inches of rise per 12 inches of run), as indicated by the slope symbol on the Front elevation.",1.0,1.0
House-Floor-Plans-12-page-3,sp1,entry_location_front,spatial_qa,Where is the main entry door located on the Front elevation?,Centered under the small gable roof.,"The main entry door is located at the **center of the Front elevation**, beneath a covered porch (gabled porch roof), accessed by a small set of steps, with a light fixture above and a GFCI outlet beside it.",1.0,1.0
House-Floor-Plans-12-page-4,cmp1,roof_pitch_view,comparison_qa,Which view provides the most detailed information about the roof pitch?,The wall section view,"**The Building Section (Detail 1/A302)** — it shows the full roof profile with the pitch indicator (6:12 slope symbol) at the ridge, along with the scissor truss configuration.",0.0,0.0
House-Floor-Plans-12-page-4,cmp2,section_for_stairs,comparison_qa,Which view gives better information about the section view of the stairs?,The building section view.,"**The Building Section view (Detail 1, A302)** — it clearly shows the interior stairs in section, including notes on max rise (7 3/4""), min run (10""), nosing, and handrail requirements.",1.0,1.0
House-Floor-Plans-12-page-4,cnt1,section_count,counting_qa,How many building sections are shown on this sheet? and what are the section names?,"Four (4) sections. 1-Building Section, 2-Wall Section, 3-Typ Porch - Flashing detail, and 4-Section view - porch","**Four (4) sections** are shown on sheet A302 (Building Sections):

1. **Building Section** (1/A302, 3/8"" = 1'-0"")
2. **Wall Section** (2/A302, 3/4"" = 1'-0"")
3. **Typ. Porch – Flashing Detail** (3/A302, 1 1/2"" = 1'-0"")
4. **Section View – Porch** (4/A302, 1"" = 1'-0"")",1.0,1.0
House-Floor-Plans-12-page-4,ocr1,roof_insulation_type,ocr_qa,What insulation type is noted inside the roof assembly on the wall section view?,R-38 Batt Insulation.,**R-38 batt insulation** is noted in the roof assembly on the wall section view.,1.0,1.0
House-Floor-Plans-12-page-4,ocr2,sheet_number,ocr_qa,What is the sheet number in the title block?,A302,**A302**,1.0,1.0
House-Floor-Plans-12-page-4,ocr3,sheet_title,ocr_qa,What is the sheet title printed at the bottom of the page?,BUILDING SECTIONS,**BUILDING SECTIONS**,1.0,1.0
House-Floor-Plans-12-page-4,ocr4,porch_floor,ocr_qa,"According to the section view - porch detail, what is the max rise and min run of the stairs?","Max rise: 7'-3/4"", Min run: 10"".","**Max rise: 7 3/4"", Min run: 10""** (per the stairs note in the Section View – Porch detail).",0.0,0.0
House-Floor-Plans-12-page-4,sp1,crawlspace_location,spatial_qa,Where is the crawlspace shown in the bottom-right building section?,"Below the first floor, at the bottom left portion of the section.","The crawlspace is located **beneath the first floor** (below the F.F.L. 1st FLR line), between the foundation walls at grade level — labeled ""CRAWL SPACE"" next to the "".006 black poly vapor barrier"" note.",1.0,1.0
House-Floor-Plans-12-page-5,cmp1,larger_porch,comparison_qa,"Which porch, front or back, has more deck square footage size?",The front porch,"The **front porch** has more deck square footage — 84 square feet, compared to the rear porch's 32 square feet.",1.0,1.0
House-Floor-Plans-12-page-5,cnt1,count_abbreviations,counting_qa,How many abbreviation columns are shown on the left side of the sheet?,Three (3) columns.,"**Three (3)** abbreviation columns — each containing abbreviation/definition pairs, arranged alphabetically across the ABBREVIATIONS section.",1.0,1.0
House-Floor-Plans-12-page-5,cnt2,sheet_count,counting_qa,"According to the Sheet List, how many sheets are included in this drawing set?",Eight (8) sheets.,"**8 sheets** — G001 (Cover Sheet), A101 (Floor Plans), A106 (Roof Plans), A201 (Elevations), A302 (Building Sections), S101 (Foundation Plan), S102 (Floor Framing Plan), and S105 (Lateral Plan).",1.0,1.0
House-Floor-Plans-12-page-5,ocr1,living_area,ocr_qa,What is the living area square footage of the first floor?,846 square feet.,"**846 SF** (F.F.L. 1st FLR, per the Living Area Sq. Footage table)",1.0,1.0
House-Floor-Plans-12-page-5,ocr2,sheet_title,ocr_qa,What is the sheet title printed at the bottom-left of the page?,COVER SHEET,The sheet title is **COVER SHEET**.,1.0,1.0
House-Floor-Plans-12-page-5,ocr3,sheet_number,ocr_qa,What is the sheet number shown in the title block?,G001,The sheet number is **G001**.,1.0,1.0
House-Floor-Plans-12-page-5,ocr4,deck_area,ocr_qa,"According to the 'Deck Square Footage' table, what is the front porch area?",84 square feet.,The front porch area is **84 square feet**.,1.0,1.0
House-Floor-Plans-12-page-5,ocr5,abbreviation_column,ocr_qa,"According to the abbreviation column, what is 'IRC' stand for?",International Residential Code.,'IRC' stands for **International Residential Code**.,1.0,1.0
House-Floor-Plans-12-page-5,sp1,map_orientation,spatial_qa,Which side of the sheet contains the location map?,Bottom-right quadrant.,"The location map is on the **right side** of the sheet (lower-right area, below the rendering and symbol legend).",1.0,1.0
House-Floor-Plans-12-page-5,sp2,rendering_position,spatial_qa,Where is the exterior rendering of the house located on the sheet?,Upper-right quadrant.,"The exterior rendering is located in the **upper right portion of the sheet**, above the ""Living Area Sq. Footage"" and ""Deck Square Footage"" tables.",1.0,1.0
House-Floor-Plans-12-page-5,sp3,legend_location,spatial_qa,Where is the symbol legend located on the sheet with respect to the sheet list table?,Directly on the left side of the sheet list table.,"The symbol legend is located to the left of the sheet list table (both are at roughly the same vertical position, with the symbol legend on the left side and the sheet list to its right).",1.0,1.0
Rinker_009-1,cmp1,largest_room,comparison_qa,"Which room is largest? The Structures studio, M.E.P studio, or the soil and concrete lab?",The M.E.P studio,**The Structures Studio** is the largest of the three rooms — it spans noticeably more floor area (multiple column bays) than both the M.E.P. Studio and the Soils & Concrete Lab.,0.0,0.0
Rinker_009-1,cnt1,elevator_shaft,counting_qa,How many elevator shafts are shown in the building plan?,One (1) elevator shaft.,"**One elevator shaft** is shown (labeled ""Elevator Pit"" on the Mechanical Level Plan, with the corresponding shaft appearing on the First Floor Plan).",1.0,1.0
Rinker_009-1,ocr1,sheet_title,ocr_qa,What is the sheet title printed in the title block on the lower right?,MECHANICAL LEVEL & FIRST FLOOR PLAN,"The sheet title is **""MECHANICAL LEVEL & FIRST FLOOR PLAN""** (Sheet A102).",1.0,1.0
Rinker_009-1,ocr2,sheet_number,ocr_qa,What is the sheet number?,A102,The sheet number is **A102**.,1.0,1.0
Rinker_009-1,ocr3,client_name,ocr_qa,What is the building name indicated near the title block?,"M.E. RINKER, SR. HALL School of Building Construction","**M.E. Rinker, Sr. Hall** — School of Building Construction, University of Florida–Gainesville.",1.0,1.0
Rinker_009-1,ocr4,university_name,ocr_qa,Which university is shown on the cover column?,UNIVERSITY OF FLORIDA – GAINESVILLE,University of Florida–Gainesville,1.0,1.0
Rinker_009-1,ocr5,scale_first_floor,ocr_qa,What is the drawing scale for the first floor plan?,"1/8"" = 1'-0""","1/8"" = 1'-0""",1.0,1.0
Rinker_009-1,sp1,count_grid_columns,spatial_qa,Which room on the first floor plan is located inside the veritical grid G and I horizontally and grid 1 and 2 vertically?,The Structures Studio (0140),**Structures Studio (Room 0145)** is located between vertical grids G–I and horizontal grids 1–2 on the first floor plan.,0.0,0.0
Rinker_009-1,sp2,room_orientation,spatial_qa,"In the first floor plan, is the M.E.P Studio room located north or south of the central corridor?",South of the central corridor,"**South** — the M.E.P. Studio (Room 0125) is positioned below (south of) the central corridor, alongside the Student Org./Lounge area.",1.0,1.0
Rinker_009-1,sp3,mech_vs_floor_location,spatial_qa,Which half of the sheet contains the mechanical level plan?,The upper half of the sheet.,"The top half of the sheet contains the Mechanical Level Plan (labeled ""1 MECHANICAL LEVEL PLAN""), while the First Floor Plan occupies the bottom half.",1.0,1.0
Rinker_009-1,sp4,mech_vs_floor_location,spatial_qa,Where is the soil and concrete lab located with respect to the structures studio on first floor?,The soil and concrete lab is located to the right of the structures studio.,"The Soils & Concrete Lab is located immediately to the **right (east)** of the Structures Studio — i.e., it is directly adjacent to it on its east side on the first floor plan.",1.0,1.0
Rinker_051-1,cmp1,largest_footing_type,comparison_qa,Which footing type listed in the spread footing schedule has the largest dimensions?,"Footing type F10 (10'-0"" × 10'-0"").","**F10** — at 10'-0"" x 10'-0"" with a 28"" thickness, it is the largest footing in the spread footing schedule.",1.0,1.0
Rinker_051-1,cmp2,thick_footing_type,comparison_qa,Which footing type listed in the spread footing schedule has the largest thickness?,"Footing type F10 (10'-0"" × 10'-0"").","**F10** — it has the largest thickness (28""), with footing dimensions of 12'-0"" x 12'-0"".",0.0,0.0
Rinker_051-1,cnt1,footing_typology,counting_qa,How many footing typology are available on the spread footing schedule?,Seven (7) footing types,"**Eight (8) footing typologies** are listed in the spread footing schedule (marks F1 through F10, with some marks not used).",0.0,0.0
Rinker_051-1,ocr1,column_size_lookup,ocr_qa,"According to the column size schedule, what is the cross-section of C2 on the second floor?",W12×79 column section.,"**W12x79** — per the column schedule, column C2 between the 2nd and 3rd floors is a W12x79 section.",1.0,1.0
Rinker_051-1,ocr2,sheet_title,ocr_qa,What is the sheet title printed in the title block?,FOUNDATION SLAB-ON-GRADE PLAN,**Sheet Title:** FOUNDATION SLAB-ON-GRADE PLAN (Sheet S1.0),1.0,1.0
Rinker_051-1,ocr3,drawing_number,ocr_qa,What is the drawing number shown on this drawing?,S1.0,**S1.0**,1.0,1.0
Rinker_051-1,ocr4,issued_date,ocr_qa,When was the issued date for this drawing?,11-21-01,"**11-21-01** (November 21, 2001), as shown in the title block above the sheet number S1.0.",1.0,1.0
Rinker_051-1,sp1,grid_zone_identification,spatial_qa,Which footing type is located at the intersection of gridlines C and 4?,Footing type F1.,**F1/C2** — a spread footing type F1 with column type C2 (per the spread footing and column schedules).,0.0,0.0
Rinker_051-1,sp2,directional_relationship,spatial_qa,Is the cast-in-place concrete stair enclosure located east or west of the gridline labeled 'K'?,East of gridline K.,"**East** — the cast-in-place concrete stairs are shown to the right (east) of gridline K, between gridlines K and L (near gridline 3).",1.0,1.0
