image_id,qa_id,task,qa_type,question,ground_truth,predicted,score,overall
Apple-headquarter-plan-15-page-13,ocr1,sheet_title,ocr_qa,What is the sheet title printed in the title block?,Proposed Main Building Section Typical Entrance,"Based on the title block in the bottom-right corner, the sheet title is:

**Proposed Main Building Section Typical Entrance**",1.0,1.0
Apple-headquarter-plan-15-page-13,ocr2,sheet_number,ocr_qa,What sheet number is shown for this drawing?,P-10.00,**P-10.00**,1.0,1.0
Apple-headquarter-plan-15-page-13,ocr3,scale_reading,ocr_qa,What is the drawing scale indicated in the title block?,"1/8"" = 1'","The drawing scale indicated in the title block is **1/8"" = 1'** (or **1/8"" = 1'-0""**).",1.0,1.0
Apple-headquarter-plan-15-page-13,ocr4,project_number,ocr_qa,What is the project number written in the title block?,1858,"Based on the title block in the bottom-right corner of the drawing, the project/job number is **1858**.",1.0,1.0
Apple-headquarter-plan-15-page-13,ocr5,top_elevation,ocr_qa,What is the elevation of the top of the penthouse?,"El. +237'-4""","The elevation of the top of the penthouse is **EL. +237'-4""**.",1.0,1.0
Apple-headquarter-plan-15-page-13,sp1,mechanical_space_location,spatial_qa,Where are the Mechanical Spaces located relative to the central elevator shaft?,"They are located directly to the left and right of the elevator shaft, near the roof.","Based on the drawing, the mechanical spaces (labeled ""Mechanical Equipment"") are located **directly adjacent to the left and right sides** of the central elevator shaft, on the top level (Plant Level) under the sloped roof.",1.0,1.0
Apple-headquarter-plan-15-page-13,sp2,section_view_symmetry,spatial_qa,Is the section view a complete symmetrical view along the elevator shaft?,"No, it is not a complete symmetrical view along the elevator shaft.","No, the section view is not completely symmetrical. 

While it has a similar layout on both sides of the central elevator shaft, there are key asymmetries, including:
* **Basement levels:** The left side contains parking levels, while the right side contains a stairwell extending to the lower basement levels.
* **Dimensions and Grid Lines:** The grid spacing and dimensions on the left (ending at grid line C) differ from those on the right (extending further to grid line P).
* **Roof and exterior profiles:** The roof slopes and edge details differ on either side.",1.0,1.0
House-Floor-Plans-12-page-1,cmp1,floor_area_comparison,comparison_qa,Which level has the larger square footage: the 1st floor or the 2nd floor?,The 1st floor (914 square feet).,"Based on the floor plans:

* **1st Floor:** 914 square feet
* **2nd Floor:** 906 square feet

The **1st floor** has the larger square footage.",1.0,1.0
House-Floor-Plans-12-page-1,cmp2,more_bedrooms,comparison_qa,Which floor plan has more bedrooms?,The 2nd floor.,"The **2nd floor plan** has more bedrooms (three bedrooms, compared to one on the 1st floor).",1.0,1.0
House-Floor-Plans-12-page-1,cnt1,window_schedule_count,counting_qa,How many window types are listed in the Window Schedule?,Nine (9),"Based on the **Vented Window Schedule** in the top-left corner:

* **8 window types** are listed by **Type Mark** (numbered 1, 2, 3, 4, 5, 6, 8, and 9).
* **3 unique window styles** are listed under the ""Type"" column (*Single Hung w/ Trim*, *Fixed*, and *Casement w/ Trim*).",0.0,0.0
House-Floor-Plans-12-page-1,cnt2,door_schedule_count,counting_qa,How many door types are listed in the Door Schedule?,Eighteen (18),"Based on the **Door Schedule** in the drawing:

* **Unique door types:** 5 (Bifold-4 Panel 2, Single-Decorative 2, Single-6 Panel 2, Single-Flush, and Sliding-Closet)
* **Total door entries (marks):** 18",1.0,1.0
House-Floor-Plans-12-page-1,cnt3,bedroom_distribution,counting_qa,How many bedrooms are located on the 2nd floor?,Three (3) bedrooms.,"Based on the 2nd floor plan, there are **3** bedrooms (labeled Bedroom 2, Bedroom 3, and Bedroom 4).",1.0,1.0
House-Floor-Plans-12-page-1,cnt4,staircase_windows,counting_qa,How many small windows are located for the staircase on the second floor?,Two (2) windows,"Based on the second-floor plan, there is **1** small window (Type 5, 1'-0"" x 1'-0"" fixed window) located for the staircase.",0.0,0.0
House-Floor-Plans-12-page-1,ocr1,sheet_number,ocr_qa,What is the sheet number shown on the bottom-right title block?,A101,**A101**,1.0,1.0
House-Floor-Plans-12-page-1,ocr2,project_name,ocr_qa,What is the project name written in the title block?,HOUSE,"Based on the title block on the right side of the drawing, the project name is:

**HOUSE** (located at 37th Ave SE Lacey Wa 98503)",1.0,1.0
House-Floor-Plans-12-page-1,ocr3,scale_reading,ocr_qa,What is the drawing scale indicated at the bottom-left of the sheet?,"1/4"" = 1'-0""","Based on the bottom-left of the sheet (under the 1st Floor plan detail), the indicated drawing scale is:

**1/4"" = 1'-0""**",1.0,1.0
House-Floor-Plans-12-page-1,sp1,stairs_location,spatial_qa,Where is the main stair located in relation to the 2nd floor plan layout?,The stair is located near the center-right side of the 2nd floor plan.,"Based on the 2nd floor plan, the main stair is located in the **center-right section** of the layout, situated between **Bedroom 4** (to the south) and **Bathroom 2 / Storage** (to the north), opening into the central hallway.",1.0,1.0
House-Floor-Plans-12-page-3,cmp1,roof_slope_consistency,comparison_qa,Does the roof slope identically in the Front and Rear elevations?,Yes.,"**Yes**, the roof slope is identical in both the Front and Rear elevations.",1.0,1.0
House-Floor-Plans-12-page-3,cmp2,more_window,comparison_qa,Which view has more windows? the Front or Rear view?,The Front view.,"Based on the elevations shown in the drawing:

* **Front view:** 4 windows (2 on the upper floor, 2 on the lower floor)
* **Rear view:** 3 windows (2 on the upper floor, 1 on the lower floor)

The **Front** view has more windows.",1.0,1.0
House-Floor-Plans-12-page-3,cnt1,elevation_count,counting_qa,How many building elevations are shown on this sheet?,Four (4),"There are **4** building elevations shown on this sheet (Front, Right, Rear, and Left).",1.0,1.0
House-Floor-Plans-12-page-3,cnt2,front_windows,counting_qa,How many windows are shown on the Front elevation?,Four (4) windows.,"Based on the **Front elevation** (top-left drawing), there are **4** windows shown (2 on the upper level and 2 on the lower level).",1.0,1.0
House-Floor-Plans-12-page-3,cnt3,rear_windows,counting_qa,How many windows are shown on the Rear elevation?,Three (3) windows.,"Based on the **Rear** elevation (bottom-left drawing), there are **3** windows shown.",1.0,1.0
House-Floor-Plans-12-page-3,cnt4,right_elevation_windows,counting_qa,How many windows appear on the Right elevation?,Three (3) windows.,"Based on the **Right elevation** (labeled ""2 RIGHT"" in the top-right quadrant), there are **3** windows.",1.0,1.0
House-Floor-Plans-12-page-3,cnt5,gable_roof_count,counting_qa,How many gable roofs does the building have?,Three (3) gable roofs.,"Based on the elevations shown, the building has **3** gable roofs:

1. The main roof of the house.
2. The front porch entry roof.
3. The rear porch entry roof.",1.0,1.0
House-Floor-Plans-12-page-3,cnt6,left_elevation_windows,counting_qa,How many windows appear on the left elevation?,Two (2) windows.,"Based on the **LEFT** elevation (bottom-right drawing, labeled ""4 LEFT""), there are **2** windows.",1.0,1.0
House-Floor-Plans-12-page-3,ocr1,sheet_number,ocr_qa,What is the sheet number shown in the title block?,A201,**A201**,1.0,1.0
House-Floor-Plans-12-page-3,ocr2,sheet_title,ocr_qa,What is the sheet title printed in the title block?,ELEVATIONS,**ELEVATIONS**,1.0,1.0
House-Floor-Plans-12-page-3,ocr3,slope_reading,ocr_qa,What is the slope of the roof shown on the Front elevation?,6.0/12,"Based on the Front elevation, the slope (pitch) of the main roof is **5:12** (5 inches of rise for every 12 inches of run).",0.0,0.0
House-Floor-Plans-12-page-3,sp1,entry_location_front,spatial_qa,Where is the main entry door located on the Front elevation?,Centered under the small gable roof.,The main entry door is located in the **center** of the Front elevation.,1.0,1.0
House-Floor-Plans-12-page-4,cmp1,roof_pitch_view,comparison_qa,Which view provides the most detailed information about the roof pitch?,The wall section view,"The **Building Section** (View 1 / A302) provides the most detailed information about the roof pitch, showing the pitch triangle symbol (5:12 slope).",0.0,0.0
House-Floor-Plans-12-page-4,cmp2,section_for_stairs,comparison_qa,Which view gives better information about the section view of the stairs?,The building section view.,"Based on the drawing, **Building Section (View 1 / A302)** provides the most detailed section view of the main interior stairs. 

*(Note: For the exterior porch stairs, **Section View - Porch (View 4 / A302)** provides the relevant section information).*",1.0,1.0
House-Floor-Plans-12-page-4,cnt1,section_count,counting_qa,How many building sections are shown on this sheet? and what are the section names?,"Four (4) sections. 1-Building Section, 2-Wall Section, 3-Typ Porch - Flashing detail, and 4-Section view - porch","Based on the sheet, there are **4** sections/details shown. Their names are:

1. **Building Section** (Detail 1)
2. **Wall Section** (Detail 2)
3. **Typ. Porch - Flashing Detail** (Detail 3)
4. **Section View - Porch** (Detail 4)",1.0,1.0
House-Floor-Plans-12-page-4,ocr1,roof_insulation_type,ocr_qa,What insulation type is noted inside the roof assembly on the wall section view?,R-38 Batt Insulation.,"Based on the wall section view (Detail 2), the insulation type noted inside the roof assembly is **R-38 Batt Insulation**.",1.0,1.0
House-Floor-Plans-12-page-4,ocr2,sheet_number,ocr_qa,What is the sheet number in the title block?,A302,**A302**,1.0,1.0
House-Floor-Plans-12-page-4,ocr3,sheet_title,ocr_qa,What is the sheet title printed at the bottom of the page?,BUILDING SECTIONS,**BUILDING SECTIONS**,1.0,1.0
House-Floor-Plans-12-page-4,ocr4,porch_floor,ocr_qa,"According to the section view - porch detail, what is the max rise and min run of the stairs?","Max rise: 7'-3/4"", Min run: 10"".","Based on the **Section View - Porch** detail (Detail 4), the stair specifications are:

* **Max Rise:** 7 ¾""
* **Min Run:** 10""",1.0,1.0
House-Floor-Plans-12-page-4,sp1,crawlspace_location,spatial_qa,Where is the crawlspace shown in the bottom-right building section?,"Below the first floor, at the bottom left portion of the section.","Based on the bottom-right building section, the crawlspace is located **beneath the first floor (F.F.L. 1st FLR)**, between the ground (foundation) and the floor joists.",1.0,1.0
House-Floor-Plans-12-page-5,cmp1,larger_porch,comparison_qa,"Which porch, front or back, has more deck square footage size?",The front porch,"Based on the **Deck Square Footage** table in the drawing:

* **Front Porch:** 84 square feet
* **Rear Porch:** 32 square feet

The **front porch** has more deck square footage.",1.0,1.0
House-Floor-Plans-12-page-5,cnt1,count_abbreviations,counting_qa,How many abbreviation columns are shown on the left side of the sheet?,Three (3) columns.,"Based on the sheet, there are **12** abbreviation columns shown on the left side.",0.0,0.0
House-Floor-Plans-12-page-5,cnt2,sheet_count,counting_qa,"According to the Sheet List, how many sheets are included in this drawing set?",Eight (8) sheets.,"Based on the Sheet List, there are **8** sheets included in this drawing set.",1.0,1.0
House-Floor-Plans-12-page-5,ocr1,living_area,ocr_qa,What is the living area square footage of the first floor?,846 square feet.,"Based on the ""LIVING AREA SQ. FOOTAGE"" table on the drawing, the living area of the first floor (F.F.L. 1st FLR.) is **846 SF** (square feet).",1.0,1.0
House-Floor-Plans-12-page-5,ocr2,sheet_title,ocr_qa,What is the sheet title printed at the bottom-left of the page?,COVER SHEET,**COVER SHEET**,1.0,1.0
House-Floor-Plans-12-page-5,ocr3,sheet_number,ocr_qa,What is the sheet number shown in the title block?,G001,"Based on the title block in the bottom-right corner, the sheet number is **G001**.",1.0,1.0
House-Floor-Plans-12-page-5,ocr4,deck_area,ocr_qa,"According to the 'Deck Square Footage' table, what is the front porch area?",84 square feet.,"According to the ""Deck Square Footage"" table, the front porch area is **84 square feet**.",1.0,1.0
House-Floor-Plans-12-page-5,ocr5,abbreviation_column,ocr_qa,"According to the abbreviation column, what is 'IRC' stand for?",International Residential Code.,"Based on the abbreviations column under the letter **I**, **IRC** stands for **International Residential Code**.",1.0,1.0
House-Floor-Plans-12-page-5,sp1,map_orientation,spatial_qa,Which side of the sheet contains the location map?,Bottom-right quadrant.,The location map is on the **right** side of the sheet (at the bottom).,1.0,1.0
House-Floor-Plans-12-page-5,sp2,rendering_position,spatial_qa,Where is the exterior rendering of the house located on the sheet?,Upper-right quadrant.,The exterior rendering of the house is located in the **top right corner** (or upper right quadrant) of the sheet.,1.0,1.0
House-Floor-Plans-12-page-5,sp3,legend_location,spatial_qa,Where is the symbol legend located on the sheet with respect to the sheet list table?,Directly on the left side of the sheet list table.,"Based on the drawing, the symbol legend is located **directly to the left** of the sheet list table.",1.0,1.0
Rinker_009-1,cmp1,largest_room,comparison_qa,"Which room is largest? The Structures studio, M.E.P studio, or the soil and concrete lab?",The M.E.P studio,"Based on the dimensions shown in the drawing:

The **M.E.P. studio** is the largest room.",1.0,1.0
Rinker_009-1,cnt1,elevator_shaft,counting_qa,How many elevator shafts are shown in the building plan?,One (1) elevator shaft.,"Based on the building plans, there are **2** elevator shafts shown:

1. **Main Elevator** (located near grid lines D.5 / 1-2, labeled ""ELEVATOR"" on the First Floor Plan, with its pit shown on the Mechanical Level Plan).
2. **Sidewalk Elevator** (located near grid lines L / 3, labeled ""SIDEWALK ELEV."" on the Mechanical Level Plan).",0.0,0.0
Rinker_009-1,ocr1,sheet_title,ocr_qa,What is the sheet title printed in the title block on the lower right?,MECHANICAL LEVEL & FIRST FLOOR PLAN,**MECHANICAL LEVEL & FIRST FLOOR PLAN**,1.0,1.0
Rinker_009-1,ocr2,sheet_number,ocr_qa,What is the sheet number?,A102,A102,1.0,1.0
Rinker_009-1,ocr3,client_name,ocr_qa,What is the building name indicated near the title block?,"M.E. RINKER, SR. HALL School of Building Construction","**M.E. Rinker, Sr. Hall**",1.0,1.0
Rinker_009-1,ocr4,university_name,ocr_qa,Which university is shown on the cover column?,UNIVERSITY OF FLORIDA – GAINESVILLE,University of Florida (Gainesville),1.0,1.0
Rinker_009-1,ocr5,scale_first_floor,ocr_qa,What is the drawing scale for the first floor plan?,"1/8"" = 1'-0""","**1/8"" = 1'-0""**",1.0,1.0
Rinker_009-1,sp1,count_grid_columns,spatial_qa,Which room on the first floor plan is located inside the veritical grid G and I horizontally and grid 1 and 2 vertically?,The Structures Studio (0140),"Based on the first floor plan, the room located between vertical grid lines G and I horizontally, and grid lines 1 and 2 vertically, is the **Structures Studio (Room 0140)**.",1.0,1.0
Rinker_009-1,sp2,room_orientation,spatial_qa,"In the first floor plan, is the M.E.P Studio room located north or south of the central corridor?",South of the central corridor,"Based on the first floor plan, the **M.E.P. Studio** room is located **south** of the central corridor (below the corridor on the sheet).",1.0,1.0
Rinker_009-1,sp3,mech_vs_floor_location,spatial_qa,Which half of the sheet contains the mechanical level plan?,The upper half of the sheet.,The top half.,1.0,1.0
Rinker_009-1,sp4,mech_vs_floor_location,spatial_qa,Where is the soil and concrete lab located with respect to the structures studio on first floor?,The soil and concrete lab is located to the right of the structures studio.,"Based on the first floor plan (bottom right):

The **soils & concrete lab** (Room 0138) is located directly to the **right** of the **structures studio** (Room 0140) on the sheet (which corresponds to the **south** direction, according to the north arrow pointing left).",1.0,1.0
Rinker_051-1,cmp1,largest_footing_type,comparison_qa,Which footing type listed in the spread footing schedule has the largest dimensions?,"Footing type F10 (10'-0"" × 10'-0"").","Based on the **Spread Footing Schedule**, the footing type with the largest overall dimensions is **F10** (measuring **12'-0"" x 12'-0"" x 24""**). 

*(Note: **F4** shares the same largest plan dimensions of 12'-0"" x 12'-0"" but has a smaller thickness of 18"".)*",0.0,0.0
Rinker_051-1,cmp2,thick_footing_type,comparison_qa,Which footing type listed in the spread footing schedule has the largest thickness?,"Footing type F10 (10'-0"" × 10'-0"").","Based on the **Spread Footing Schedule**, the footing types with the largest thickness are **F5, F9, and F10**, each having a thickness of **24 inches** (2'-0"").",1.0,1.0
Rinker_051-1,cnt1,footing_typology,counting_qa,How many footing typology are available on the spread footing schedule?,Seven (7) footing types,"Based on the **Spread Footing Schedule** shown at the bottom of the drawing, there are **10** footing typologies (labeled **F1** through **F10**).",0.0,0.0
Rinker_051-1,ocr1,column_size_lookup,ocr_qa,"According to the column size schedule, what is the cross-section of C2 on the second floor?",W12×79 column section.,"Based on the Column Schedule, the cross-section of column **C2** on the second floor (between the 2nd and 3rd floors) is **W12x79**.",1.0,1.0
Rinker_051-1,ocr2,sheet_title,ocr_qa,What is the sheet title printed in the title block?,FOUNDATION SLAB-ON-GRADE PLAN,**FOUNDATION SLAB-ON-GRADE PLAN**,1.0,1.0
Rinker_051-1,ocr3,drawing_number,ocr_qa,What is the drawing number shown on this drawing?,S1.0,**S1.0**,1.0,1.0
Rinker_051-1,ocr4,issued_date,ocr_qa,When was the issued date for this drawing?,11-21-01,"Based on the title block in the bottom-right corner, the issued date for this drawing is **November 21, 2001** (11-21-01).",1.0,1.0
Rinker_051-1,sp1,grid_zone_identification,spatial_qa,Which footing type is located at the intersection of gridlines C and 4?,Footing type F1.,"Based on the drawing, the footing type located at the intersection of gridlines C and 4 (specifically 4.2) is **F1** (a spread footing).",1.0,1.0
Rinker_051-1,sp2,directional_relationship,spatial_qa,Is the cast-in-place concrete stair enclosure located east or west of the gridline labeled 'K'?,East of gridline K.,"Based on the drawing (where North is oriented upwards), the cast-in-place concrete stairs are located to the right of gridline 'K', which is **east**.",1.0,1.0
